,name,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,County,State
7830,Millbrook School,1.4,41.8458,-73.6195,Solar,2015,Tesla Inc.,NA,NA,1.43946,1.933,1.651,Dutchess,New York
7831,Millbury Solar,3,42.1647,-71.795,Solar,2014,First Wind O&M  LLC,NA,3.696,4.661,4.81,4.356,Worcester,Massachusetts
7832,Millcreek Power Generation,80,37.1121,-113.5166,Gas,2008,City of St George,88.068,77.404,78.233,131.617,96.796,Washington,Utah
7833,Millennium Power,360,42.1123,-72.0151,Gas,2001,Millennium Power Partners LP,0,0,0,0,1320.001,Worcester,Massachusetts
7834,MillerCoors Irwindale Brewery,13.9,34.1217,-117.9383,Gas,2004.697842,MillerCoors Irwindale Brewery,24.179,26.573,26.514,19.176,17.733,Los Angeles,California
7835,MillerCoors Shenandoah Brewery,1.4,38.3569,-78.6767,Biomass,2012,MillerCoors Shenandoah Brewery,5.1156,1.21,1.712,2.756,5.59844,Rockingham,Virginia
7836,Millers Ferry,101.1,32.1009,-87.3998,Hydro,1970,USCE-Mobile District,185.724,356.205,375.077,239.468,375.47,Wilcox,Alabama
7837,Millersville LFG,3.2,39.0847,-76.6764,Waste,2012,LES Operations Services LLC,25.953,26.441,25.935,26.012,26.527,Anne Arundel,Maryland
7838,Millikan BESS,2,33.691,-117.833,Storage,2017,esVolta LP,NA,NA,NA,0,-0.156,Orange,California
7839,Millikan Farm,5,35.8177,-79.7711,Solar,2015,Cypress Creek Renewables,NA,NA,NA,NA,10.005,Randolph,North Carolina
7840,Mills Anson Farm,5,34.9681,-79.9358,Solar,2016,Mills Anson Farm  LLC,NA,NA,NA,5.616,9.697,Richmond,North Carolina
7841,Millstone,2162.9,41.3107,-72.1677,Nuclear,1981.793148,Dominion Energy Nuclear Conn Inc,17079.582,15840.619,17410.917,16575.492,16499.621,New London,Connecticut
7842,Millville City Sewer Auth WTP,1.3,39.3764,-75.0331,Solar,2013,Marina Energy LLC,1.927,2,1.979,2.033,1.919,Cumberland,New Jersey
7843,Millville Hydro Station,2.8,39.2731,-77.7844,Hydro,1931.928571,PE Hydro Generation  LLC,10.52,2.219,11.916,11.749,8.542,Jefferson,West Virginia
7844,Milner Dam Wind Park LLC,19.5,42.4606,-114.0173,Wind,2011,Idaho Wind Partners 1 LLC,56.038,59.015,47.104,52.557,46.049,Cassia,Idaho
7845,Milner Hydro,59.5,42.5268,-114.0369,Hydro,1992.783193,Idaho Power Co,52.819,53.514,70.756,27.473,237.491,Cassia,Idaho
7846,Milo Solar,3,36.1489,-79.3489,Solar,2016,Milo Solar LLC,NA,NA,NA,3.664,5.941,Alamance,North Carolina
7847,Milo Wind Project LLC,50,33.9018,-103.3468,Wind,2016,EDF Renewable Asset Holdings  Inc.,NA,NA,NA,199.426,212.212,Roosevelt,New Mexico
7848,Milstead,1,33.6894,-83.9903,Hydro,1994,Mill Shoals Hydro Co Inc,2.443,2.344,2.93,1.752,2.195,Rockdale,Georgia
7849,Milton,7.4,44.6414,-73.1134,Hydro,1929,Green Mountain Power Corp,42.304,37.382,35.422,34.803,37.89,Chittenden,Vermont
7850,Milton Hydro,1.4,43.4031,-70.9865,Hydro,1955.428571,SFR Hydro Cor,NA,NA,5.87763,5.14503,6.87555,Strafford,New Hampshire
7851,Milton L Kapp,218.5,41.8081,-90.2336,Gas,1967,Interstate Power and Light Co,761.610997,787.812997,279.514999,-6.271,20.518,Clinton,Iowa
7852,Milton R Young,734,47.0659,-101.2131,Coal,1974.549046,Minnkota Power Coop  Inc,4208.695021,4557.992024,4902.363023,4360.781955,5330.959019,Oliver,North Dakota
7853,Minco Wind I  LLC,99.2,35.2803,-97.9756,Wind,2011,FPLE Wind  LLC,377.004,387.866,335.026,371.378,301.747,Grady,Oklahoma
7854,Minco Wind II  LLC,100.8,35.3253,-98.0714,Wind,2011,FPLE Wind  LLC,364.796,395.687,342.25,382.093,360.168,Grady,Oklahoma
7855,Minco Wind III  LLC,100.8,35.3724,-98.1827,Wind,2013,FPLE Wind  LLC,423.985,462.466,419.916,459.315,450.674,Caddo,Oklahoma
7856,Minden Wind Park,32,43.67,-82.7586,Wind,2013,DTE Electric Company,100.724,108.952,111.893,111.795,111.846,Huron,Michigan
7857,Mine Falls Generating Station,3,42.7503,-71.5053,Hydro,1986,Eagle Creek RE LLC,9.346,10.476,8.288,6.379,3.478,Hillsborough,New Hampshire
7858,Minetto,10,43.4003,-76.4739,Hydro,1915,Erie Boulevard Hydropower LP,41.014,38.312,36.854,26.512,37.725,Oswego,New York
7859,Minidoka,27.7,42.6699,-113.4832,Hydro,1980.249097,U S Bureau of Reclamation,85.252,96.317,110.976,75.153,50.897,Minidoka,Idaho
7860,Mink Creek Hydro,3.1,42.2608,-111.6656,Hydro,1987,Mink Creek Hydro Entity,5.953,7.758,8.576,9.29,13.728,Bear Lake,Idaho
7861,MinnDakota Wind LLC,150,44.2667,-96.3444,Wind,2008,Avangrid Renewables LLC,525.313,574.438,549.174,561.746,531.403,Lincoln,Minnesota
7862,Minneapolis City of,9.1,39.1194,-97.7086,Gas,1971.615385,City of Minneapolis - (KS),0.192,0.317,0.223,0.286,0.232,Ottawa,Kansas
7863,Minnesota Breeze LLC,1.3,43.5833,-95.7781,Wind,2006,Midwest Power Partners LLC,3.502,3.894,3.639,1.408,2.934,Nobles,Minnesota
7864,Minnesota River,49,44.7952,-93.581,Gas,2001,Minnesota Municipal Power Agny,0,0,0,0,0.436,Carver,Minnesota
7865,Minnie Solar,3,35.9481,-79.3619,Solar,2016,Minnie Solar LLC,NA,NA,NA,3.627,5.805,Alamance,North Carolina
7866,Minonk Wind Farm,200,40.8886,-88.9972,Wind,2012,Algonquin Power Co,621.71,648.546,639.241,636.089,673.76,Woodford,Illinois
7867,Minot Wind Project,7.1,48.0213,-101.2805,Wind,2007.43662,Basin Electric Power Coop,0,0,21.053,22.225,2.851,Ward,North Dakota
7868,Mint Farm Generating Station,319,46.1388,-122.9855,Gas,2008,Puget Sound Energy Inc,1614.341,1288.911,1699.886,1057.948,878.516,Cowlitz,Washington
7869,Minwind,3.8,43.5564,-96.3036,Wind,2002,Community Renewables  LLC,9.794,11.593,8.027,6.98,9.354,Rock,Minnesota
7870,Minwind 3-9,11.5,43.6383,-96.3919,Wind,2005,Rock County Energy Center  LLC,28.239,35.295,31.024,17.876,23.728,Minnehaha,South Dakota
7871,Mio,5,44.6611,-84.1317,Hydro,1916,Consumers Energy Co,14.814,16.325,15.618,16.398,16.667,Oscoda,Michigan
7872,Mira Loma,3,34.0131,-117.5375,Solar,2011,Costco Wholesale,4.138,4.343,3.474,3.908,3.852,Riverside,California
7873,Mira Loma Energy Storage Facility,20,34.0061,-117.5609,Storage,2017,Southern California Edison Co,NA,NA,NA,0,13.433,Riverside,California
7874,Mira Loma Peaker,49.8,34.0053,-117.5604,Gas,2007,Southern California Edison Co,15.165,16.53,25.551,32.593,24.404,Riverside,California
7875,Miramar Energy Facility,106,32.8769,-117.1664,Gas,2007,San Diego Gas & Electric Co,143.931,89.425,81.464,122.813,112.096,San Diego,California
7876,Misenheimer Farm,5,35.4686,-80.2936,Solar,2016,Misenheimer Farm  LLC,NA,NA,0.064,9.1,9.422,Rowan,North Carolina
7877,Mission,1.8,35.0647,-83.9258,Hydro,1931,Duke Energy Carolinas  LLC,-0.036,3.254,5.171,3.683,3.64,Clay,North Carolina
7878,Mission Solar LLC,1.5,37.2678,-120.4825,Solar,2015,Mission Solar LLC,NA,0,2.291,3.594,3.357,Merced,California
7879,Mississippi Baptist Medical Center,4.2,32.3133,-90.1797,Gas,1991,Mississippi Baptist Medical,22.55,20.988,7.117,0,5.35764,Hinds,Mississippi
7880,Missouri Center for Waste to Energy,2.4,38.7247,-93.2789,Waste,2014,State Fair Community College,NA,6.314,14.013,14.221,11.818,Pettis,Missouri
7881,Missouri River Wastewater Treatment,3,41.2033,-95.9292,Biomass,1990.333333,Omaha City of,10.978,10.054,9.612,11.29,10.734,Douglas,Nebraska
7882,Missouri S&T - Power Plant,1,37.9539,-91.7744,Oil,1989,Missouri University of Science and Technology,NA,0,0,0,0,Phelps,Missouri
7883,Mitchell (WV),1632.6,39.8297,-80.8153,Coal,1971,Kentucky Power Co,5956.990991,8506.33998,5367.81902,7683.746023,7686.847001,Belmont,Ohio
7884,Mitchell Dam,170,32.806,-86.4449,Hydro,1980.764706,Alabama Power Co,673.185,466.344,465.039,372.569,428.126,Autauga,Alabama
7885,Mitchell Solar  LLC,1.5,34.765,-117.3236,Solar,2015,CD US Solar PO 3  LLC,NA,0.09,4.107,4.484,4.294,San Bernardino,California
7886,Moapa Southern Paiute,250,36.5299,-114.7703,Solar,2017,First Solar Asset Management,NA,NA,NA,77.107,628.585,Clark,Nevada
7887,Moberly,60.6,39.4244,-92.4837,Oil,1978,Union Electric Co - (MO),0.022,0.547,-0.198,-0.195,-0.299,Randolph,Missouri
7888,Mobile,3.1,40.883,-97.6014,Oil,1990.516129,Nebraska Public Power District,0.024,0.024,0.01,0.033,0.021,York,Nebraska
7889,Mobile Energy Services LLC,96.7,30.7365,-88.0516,Waste,1985,DTE Energy Services,0,0,0,0,314.4,Mobile,Alabama
7890,Mobile Unit,3.7,44.3784,-98.4629,Oil,2000.189189,NorthWestern Energy - (SD),-0.079,-0.046,-0.042,-0.059,-0.092,Beadle,South Dakota
7891,Moccasin,100,37.8094,-120.2993,Hydro,1969,City & County of San Francisco,346.041,287.852,252.038,359.476,324.849,Tuolumne,California
7892,Moccasin Low Head Hydro Project,2.9,37.8164,-120.312,Hydro,1987,City & County of San Francisco,2.707,0,0,1.359,0,Tuolumne,California
7893,Mocksville Farm,5,35.8786,-80.5419,Solar,2012,Mocksville Lessee LLC,8.945,9.176,8.894,9.46,9.062,Davie,North Carolina
7894,Mocksville Solar,15.4,35.8339,-80.5744,Solar,2017,Duke Energy Carolinas  LLC,NA,NA,NA,0.693,26.54,Davie,North Carolina
7895,Model City Energy Facility,5.6,43.2094,-78.9836,Waste,2001,Model City Energy LLC,42.855,39.451,38.18,38.216,39.561,Niagara,New York
7896,Model Gas Power Station,2.8,39.8908,-83.0272,Waste,2001,Solid Waste Authority of Central Ohio,NA,NA,NA,NA,NA,Franklin,Ohio
7897,Modern Innovative Energy LLC,6.4,43.2094,-78.9836,Waste,2006,Innovative Energy Systems Inc,42.362,31.533,17.667,14.253,21.885,Niagara,New York
7898,Modlin Solar Farm,4.9,35.8503,-77.1102,Solar,2016,Cypress Creek Renewables,NA,NA,NA,1.859,10.066,Martin,North Carolina
7899,Moffett Solar Project,71.4,32.6352,-81.0031,Solar,2018,Moffett Solar 1  LLC,NA,NA,NA,NA,3,Jasper,South Carolina
7900,Mohave Electric at Fort Mohave,14.4,34.9843,-114.5565,Solar,2015.694444,Mohave Sunrise Solar I  LLC,NA,NA,7.37,14.636,39.336,Mohave,Arizona
7901,Mojave 16,30,35.045,-118.2642,Wind,1990,Terra-Gen Operating Co LLC,44.089,35.493,27.245,36.9,34.238,Kern,California
7902,Mojave 17,25,35.044,-118.2765,Wind,1989,Terra-Gen Operating Co LLC,41.312,31.927,27.18,32.898,28.694,Kern,California
7903,Mojave 18,30,35.046,-118.2757,Wind,1990,Terra-Gen Operating Co LLC,53.356,48.069,38.621,48.832,42.156,Kern,California
7904,Mojave 3,23.5,35.068,-118.2898,Wind,1991,Terra-Gen Operating Co LLC,61.721,66.75966,53.314,64.184,56.668,Kern,California
7905,Mojave 4,29,35.0506,-118.2572,Wind,1991,Terra-Gen Operating Co LLC,74.058,74.81,65.278,79.678,70.584,Kern,California
7906,Mojave 5,22.5,35.076,-118.2487,Wind,1991,Terra-Gen Operating Co LLC,62.235,68.967,55.853,65.104,56.622,Kern,California
7907,Mojave Siphon,32.7,34.3074,-117.3235,Hydro,1996,California Dept. of Water Resources,42,10.933,15.999,62.376,99.243,San Bernardino,California
7908,Mojave Solar Project,280,35.0177,-117.3391,Solar,2015,Mojave Solar LLC,NA,NA,503.576,624.907,594.03,San Bernardino,California
7909,Moline,75.6,41.51,-90.534,Gas,1968.666667,MidAmerican Energy Co,3.585,1.936,-1.125,2.851,8.969,Rock Island,Illinois
7910,Mon Valley Works,52.5,40.3925,-79.8564,Gas,1945.809524,United States Steel-Mon Valley,437.461001,256.797999,225.38,323.910005,282.326996,Allegheny,Pennsylvania
7911,Moncure Farm LLC,3,35.5683,-79.0325,Solar,2014,Moncure Farm LLC,NA,4.813,6.024,6.377,6.243,Lee,North Carolina
7912,Mondelez Global LLC,4.7,42.3156,-89.0356,Gas,1995,Mondelez Global  LLC,0.523,1.335,1.174,1.427,NA,Winnebago,Illinois
7913,Mongaup,4,41.5377,-74.7714,Hydro,1923,Eagle Creek RE LLC,10.207,9.372,6.16,5.771,9.043,Sullivan,New York
7914,Monmouth Landfill Gas to Energy,9.8,40.2468,-74.1174,Waste,1998,Monmouth Energy Inc,45.879,34.95,30.642,31.749,30.778,Monmouth,New Jersey
7915,Monroe (MI),3293.1,41.8906,-83.3464,Coal,1972.737087,DTE Electric Company,16182.42081,15294.86153,16149.15444,14024.75231,15587.05389,Monroe,Michigan
7916,Monroe (MO),10.4,39.6525,-91.7325,Oil,1992.615385,City of Monroe City - (MO),0.036,0,0,0,0,Marion,Missouri
7917,Monroe (NE),8.4,41.4872,-97.6078,Hydro,1936,Loup River Public Power Dist,24.599,26.198,29.412,29.817,29.199,Nance,Nebraska
7918,Monroe Community College Plant,6.4,43.1039,-77.6103,Gas,2004,Monroe Newpower Corporation,10.04696,12.7841,13.70334,12.8037,12.29116,Monroe,New York
7919,Monroe County Sites A & B,3.4,43.1741,-77.3922,Solar,2018,AES Distributed Energy,NA,NA,NA,NA,0.002,Monroe,New York
7920,Monroe County Sites C  D  & E,6,43.3188,-77.7402,Solar,2018,AES Distributed Energy,NA,NA,NA,NA,0.007,Monroe,New York
7921,Monroe Generating Station,30,34.9858,-80.506,Gas,2010,North Carolina Mun Power Agny #1,3.522,0.467,0.87,0.453,1.623,Union,North Carolina
7922,Monroe Livingston Gas Recovery,1.6,42.9903,-77.8011,Waste,1989,WM Renewable Energy LLC,9.631,8.613,8.06,6.606,7.577,Livingston,New York
7923,Monroe Middle School,1.8,34.9733,-80.54,Oil,2006,North Carolina Mun Power Agny #1,0.047,0.011,-0.026,-0.024,0.064,Union,North Carolina
7924,Monroe Moore Farm,5,34.9719,-80.6019,Solar,2017,Heelstone Energy Holdings  LLC,NA,NA,NA,0.229,9.852,Union,North Carolina
7925,Monroe Solar Facility,60,34.9299,-80.6256,Solar,2017,Duke Energy Carolinas  LLC,NA,NA,NA,NA,87.404,Union,North Carolina
7926,Monroe Street,14.8,47.6536,-117.4206,Hydro,1993,Avista Corp,104.654,102.775,84.084,96.851,95.459,Spokane,Washington
7927,Monson Solar,3,42.1244,-72.3325,Solar,2014,DESRI V Mass Solar Holdco  LLC,NA,1.146,3.877,4.168,4.043,Hampden,Massachusetts
7928,Mont Belvieu Cogeneration Unit,15,29.8381,-94.9007,Gas,2009,Targa Co-Generation LLC,103.535,109.539,106.541,102.471,91.261,Chambers,Texas
7929,MontSun,5,45.0603,-93.9047,Solar,2018,Generate Capital,NA,NA,NA,NA,0.26,Wright,Minnesota
7930,Montana Power Station,527.2,31.8239,-106.2119,Gas,2015.5,El Paso Electric Co,NA,NA,324.573,850.541996,1044.667962,El Paso,Texas
7931,Montana Solar Facility,3,31.8131,-106.2189,Solar,2017,El Paso Electric Co,NA,NA,NA,NA,4.851,El Paso,Texas
7932,Montefieor Medical Center Moses Division,18,40.8814,-73.8803,Gas,2001.5,Montefiore Medical Center Moses Division,38.756,52.155,46.429,32.803,28.853,Bronx,New York
7933,Montefiore - Westchester Square,1,40.8406,-73.8484,Oil,1983,Montefiore-Westchester Square,NA,NA,NA,0,0,Bronx,New York
7934,Monterey Diesel Generation Facility,6,38.4214,-79.5914,Oil,2016,Old Dominion Electric Coop,NA,NA,NA,0.254,0.272,Highland,Virginia
7935,Monterey Regional Water Cogen Facility,1.8,36.7056,-121.7714,Biomass,1988,MRWPCA,8.547,7.435,8.544,8.643,9.237,Monterey,California
7936,Monterey Regional Water Pollution Contro,1,36.7211,-121.7878,Solar,2011,Tesla Inc.,2.44332,1.59291,1.66122,1.282,1.388,Monterey,California
7937,Montezuma,9.8,41.586,-92.5228,Oil,1978.806122,City of Montezuma - (IA),0.287,0.229,0.22,0.208,0.403,Poweshiek,Iowa
7938,Montezuma Wind II,78.2,38.1167,-121.8219,Wind,2012,NextEra Energy Montezuma Wind II  LLC,228.7,210.115,219.519,200.624,196.047,Contra Costa,California
7939,Montfort Wind Energy Center,30,42.9625,-90.3867,Wind,2002,Wisconsin Electric Power Co,54.058,58.949,53.302,46.66,48.308,Grant,Wisconsin
7940,Montgomery County Correctional Facility,1.4,39.2379,-77.2932,Solar,2017,Tesla Inc.,NA,NA,NA,NA,0,Montgomery,Maryland
7941,Montgomery County Oaks LFGE Plant,2.4,39.1937,-77.1189,Waste,2009,CB&I,18.632,16.392,11.929,12.601,13.915,Montgomery,Maryland
7942,Montgomery County Resource Recovery,67.8,39.2006,-77.4556,Waste,1995,Covanta Montgomery  Inc.,304.229999,318.090995,329.219005,305.181009,328.548996,Montgomery,Maryland
7943,Montgomery Creek Hydro,2.6,40.8468,-121.9564,Hydro,1987,Enel Green Power NA  Inc.,4.945,4.312,1.804,11.134,10.406,Shasta,California
7944,Montgomery Solar LLC,20,35.3444,-79.7683,Solar,2016,O2energies  Inc.,NA,NA,0.512,40.223,40.815,Montgomery,North Carolina
7945,Montgomery Winsted CSG,3,44.9517,-94.0556,Solar,2017,Minnesota Solar CSG 4  LLC,NA,NA,NA,NA,0.431,McLeod,Minnesota
7946,Monticello,1980,33.0917,-95.0417,Coal,1983.311818,Luminant Generation Company LLC,8008.118942,6537.427014,4778.868992,7527.985005,9037.820979,Titus,Texas
7947,Monticello Dam,11.5,38.5131,-122.1044,Hydro,1983,Solano Irrigation District,43.108,39.157,35.123,34.959,53.592,Yolo,California
7948,Monticello Nuclear Facility,685,45.3338,-93.8493,Nuclear,1971,Northern States Power Co - Minnesota,2993.574,4323.966,4663.895,5597.758,5159.62,Wright,Minnesota
7949,Montpelier,10.8,41.5855,-84.5794,Oil,2000,American Mun Power-Ohio  Inc,0.22,0.076,0.435,0.562,0.397,Williams,Ohio
7950,Montpelier Electric Generating Station,236,40.6206,-85.3057,Gas,2001,AES Ohio Generation LLC,71.251,0,0,0,140.885998,Blackford,Indiana
7951,Montrose,376,38.3114,-93.9348,Coal,1962,Kansas City Power & Light Co,2792.63597,2870.968965,1420.063009,727.915005,366.395996,Saint Clair,Missouri
7952,Montrose Solar,3.5,45.0556,-93.9228,Solar,2017,Enel Green Power NA  Inc.,NA,NA,NA,0,5.032,Wright,Minnesota
7953,Montville Station,495.3,41.4281,-72.1019,Oil,1968.382193,NRG Montville Operations Inc,31.423,49.107,0,13.488,45.307,New London,Connecticut
7954,Monument,13.5,39.7667,-84.1739,Oil,1968,Dayton Power & Light Co,0.098,0.104,0.053,0.108,0.035,Montgomery,Ohio
7955,Moore Solar Farm,5,36.2732,-79.7592,Solar,2014,Moore Solar Farm LLC,0.308,8.115,8.424,9.116,8.693,Rockingham,North Carolina
7956,Mooreland,305,36.4372,-99.2254,Gas,1970.508197,Western Farmers Elec Coop  Inc,234.158,272.662,403.018,569.017,415.805,Woodward,Oklahoma
7957,Moorhead Wind Turbine,1.4,46.895,-96.7347,Wind,2000,City of Moorhead - (MN),1.651,1.644,2.48,1.412,1.86,Clay,Minnesota
7958,Moorings Farm,5,35.3058,-77.8292,Solar,2013,Moorings Farm LLC,2.335,8.738,8.49,8.73,8.086,Lenoir,North Carolina
7959,Moorings Farm 2,5,35.3057,-77.8289,Solar,2017,Moorings Farm 2  LLC,NA,NA,NA,NA,2.417,Lenoir,North Carolina
7960,Moose Lake,8.9,46.4541,-92.7606,Oil,1994.191011,Moose Lake Water & Light Comm,0.074,0.284,0.065,0.08134,0.103,Carlton,Minnesota
7961,Moose River,12.6,43.6107,-75.3413,Hydro,1987,EONY Generation Limited,24.356,42.757,41.245,50.541,64.921,Oneida,New York
7962,Mooseheart Power House,1.8,41.8244,-88.3331,Gas,1986,Moose International,0,0,0,0,0,Kane,Illinois
7963,Mora,13.8,45.8771,-93.2951,Oil,1972.326087,City of Mora - (MN),0.308,0.295,-0.075,0.293,-0.113,Kanabec,Minnesota
7964,Mora Drop Hydroelectric Project,1.7,43.46,-116.4725,Hydro,2006,Boise-Kuna Irrigation District,3.456,4.915,4.652,4.847,4.514,Ada,Idaho
7965,Moraine II Wind LLC,49.5,44.1238,-96.0784,Wind,2009,Avangrid Renewables LLC,152.722,159.342,163.551,174.652,170.658,Lincoln,Minnesota
7966,Moraine Wind LLC,51,44.0667,-96.0667,Wind,2004,Avangrid Renewables LLC,145.412,156.516,142.542,153.551,153.239,Pipestone,Minnesota
7967,Moreau,60.8,38.5557,-92.1023,Oil,1978,Union Electric Co - (MO),-0.176,-0.043,-0.443,-0.14,-0.162,Cole,Missouri
7968,Morelos del Sol,15,35.7314,-119.8187,Solar,2015,Southern Power Co,NA,NA,0,39.044,38.771,Kern,California
7969,Moretown,1.6,44.3122,-72.7114,Waste,2009,EPP Renewable Energy,25.698,23.489,18.993,15.631,11.882,Washington,Vermont
7970,Moretown Generating Station,1.2,44.2859,-72.7103,Hydro,1989,Ampersand Moretown Hydro LLC,NA,NA,NA,NA,NA,Washington,Vermont
7971,Morgan Community Solar,3,44.4132,-94.9076,Solar,2017,Morgan Community Solar,NA,NA,NA,NA,3.084,Brown,Minnesota
7972,Morgan Creek,536.4,32.3358,-100.9156,Gas,1988,Luminant Generation Company LLC,0,17.864,13.01,2.876,4.552,Mitchell,Texas
7973,Morgan Energy Center,900,34.6397,-87.0639,Gas,2003.233333,Morgan Energy Center LLC,3707.531,3837.308,4955.877,4115.273,3931.225,Morgan,Alabama
7974,Morgan Falls,16.8,33.9684,-84.3827,Hydro,1904,Georgia Power Co,38.829,36.85,36.576,23.582,14.602,Fulton,Georgia
7975,Morgan Farm  LLC,5,36.0956,-78.152,Solar,2016,SRE Utility Solar 1  LLC,NA,NA,0.436,9.919,9.842,Franklin,North Carolina
7976,Morgan Lancaster 1,1.5,34.6608,-118.0836,Solar,2015,WGL Energy Systems  Inc,NA,NA,0.68,4.272,3.929,Los Angeles,California
7977,Morgan's Corner,20,36.4211,-76.3642,Solar,2016,Virginia Electric & Power Co,NA,NA,0.117,33.104,33.448,Pasquotank,North Carolina
7978,Morganton  Parker Road,1.8,35.7208,-81.6624,Oil,2002,North Carolina Mun Power Agny #1,-0.039,-0.038,-0.041,-0.035,-0.037,Burke,North Carolina
7979,Morganton Station 5,1.8,35.729,-81.7481,Oil,2006,North Carolina Mun Power Agny #1,-0.028,-0.03,-0.028,-0.028,-0.028,Burke,North Carolina
7980,Morgantown Energy Facility,68.9,39.6397,-79.9606,Coal,1991,Morgantown Energy Associates,404.904003,413.607004,405.911001,0,416.682002,Monongalia,West Virginia
7981,Morgantown Generating Plant,1548,38.3592,-76.9767,Coal,1970.931525,GenOn Mid-Atlantic LLC,3911.291018,6181.301016,4244.593973,4754.186991,2529.951,King George,Virginia
7982,Morgantown Solar Park,2,40.1521,-75.8659,Solar,2011,The Hankin Group,2.603,2.378,2.438,2.251,2.269,Chester,Pennsylvania
7983,Morin Solar 2013 LLC,4,42.167,-72.1929,Solar,2014,Soltage LLC,NA,NA,NA,6.792,6.625,Hampden,Massachusetts
7984,Mormon Flat,63.5,33.5536,-111.4431,Hydro,1964.480315,Salt River Project,13.075,5.195,7.977,22.336,7.363,Pinal,Arizona
7985,Morning Light Wind Farm,101.2,41.4542,-94.5751,Wind,2012,MidAmerican Energy Co,367.355,379.766,356.603,361.493,351.791,Adair,Iowa
7986,Morony,54,47.5817,-111.0609,Hydro,1930,NorthWestern Energy,225.296,254.979,247.097,258.995,289.766,Cascade,Montana
7987,Morris Cogeneration LLC,212.5,41.4119,-88.3328,Gas,1998.780235,Morris Cogeneration LLC,560.534005,564.436999,652.557004,583.178003,635.065,Grundy,Illinois
7988,Morris Genco LLC,2.2,41.3776,-88.4012,Waste,2012,Illinois Electricial Gen Partn,15.03,14.081,12.727,12.447,14.365,Grundy,Illinois
7989,Morrisville,1.8,44.5618,-72.6024,Hydro,1924,Village of Morrisville - (VT),4.393,2.981,2.857,3.725,5.75,Lamoille,Vermont
7990,Morrow Point,173.2,38.4518,-107.5393,Hydro,1971,U S Bureau of Reclamation,183.431,295.791,341.545,326.775,338.514,Montrose,Colorado
7991,Morton Salt Rittman,2.5,40.9692,-81.7756,Gas,2015,Morton Salt Inc,6.74344,5.80545,8.30514,7.63681,6.9549,Wayne,Ohio
7992,Mosaic Co Bartow Facility,81.9,27.908,-81.9185,Cogeneration,1989.296703,Mosaic Company,401.376,0,310.611,353.523,298.192,Polk,Florida
7993,Mosaic Co Tampa Facility,77.9,27.8605,-82.3903,Cogeneration,1994.001284,Mosaic Company,0,0,0,0,302.555,Hillsborough,Florida
7994,Mosaic New Wales Operations,135.5,27.8336,-82.0519,Cogeneration,1991.723247,Mosaic Fertilizer LLC,443.487,522.59016,555.368,605.27,564.213,Polk,Florida
7995,Mosaic Phosphates Uncle Sam,26,30.0386,-90.8283,Cogeneration,1995.692308,Mosaic Phosphates Co.,74.92571,85.61414,0,112.09805,8.24537,Saint James Parish,Louisiana
7996,Mosaic South Pierce Operations,45.5,27.7652,-81.9388,Cogeneration,1989.692308,Mosaic Fertilizer LLC,207.942,238.284,242.41,204.757,220.911,Polk,Florida
7997,Moselle,510.5,31.528,-89.3004,Gas,1994.01763,Cooperative Energy,950.96,888.461,1532.576,1541.004,912.418,Jones,Mississippi
7998,Moser Generating Station,63.6,40.2352,-75.6193,Oil,1970,Exelon Power,2.286,6.904,5.019,3.674,1.048,Chester,Pennsylvania
7999,Moshier,8,43.8719,-75.1364,Hydro,1929,Erie Boulevard Hydropower LP,37.531,47.455,31.797,35.076,46.999,Lewis,New York
8000,Mosinee Mill,23.4,44.7881,-89.6917,Biomass,1963.333333,Expera Mosinee LLC,134.013,142.873,137.825,138.113,124.883,Marathon,Wisconsin
8001,Mossyrock,300,46.5347,-122.4247,Hydro,1968,City of Tacoma - (WA),1075.918,1286.97,1006.572,1202.136,1265.565,Lewis,Washington
8002,Mother Ann Lee,2.1,37.8297,-84.7247,Hydro,2007.666667,Lock 7 Hydro Partners LLC,9.303,7.744,8.535,9.712,10.596,Jessamine,Kentucky
8003,Motiva Enterprises Port Arthur Refinery,276.8,29.8885,-93.951,Gas,1996.561416,Motiva Enterprises LLC,1682.75305,1656.1471,1766.05513,1745.85332,1763.27553,Jefferson,Texas
8004,Mottville,1.6,41.8056,-85.7505,Hydro,1923,Indiana Michigan Power Co,5.43,8.146,5.434,5.924,7.211,Saint Joseph,Michigan
8005,Moulton Wind Power,2,43.9204,-95.9559,Wind,2002,EDF Renewable Asset Holdings  Inc.,5.757,6,6.352,6.343,4.856,Pipestone,Minnesota
8006,Mount Clinton,24,38.4681,-78.865,Oil,2001.583333,City of Harrisonburg - (VA),0.14504,0.23128,0.47922,0.14602,0.08918,City of Harrisonburg,Virginia
8007,Mount Elbert,200,39.0942,-106.3523,Hydro,1982.5,U S Bureau of Reclamation,-134.35,-52.967,-101.211,-80.734,-87.778,Lake,Colorado
8008,Mount Olive Farm,5,35.2019,-78.0817,Solar,2015,Mount Olive Farm LLC,NA,0.423,9.924,10.477,9.978,Wayne,North Carolina
8009,Mount Olive Solar,2,35.18,-78.098,Solar,2017,Mount Olive Solar LLC,NA,NA,NA,0,4.044,Wayne,North Carolina
